,AUTOR,TITULO,LETRA
170,Víctor Jara,Victor Jara - Zamba Del Che (English Translation) by Genius Translations,"i come singing this samba to remember the libertarian the guerrilla who was murdered commander che guevara the forests, grasslands and mountains are markers for the country of his death human rights that has been violated in so many parts of latin america on sunday, monday and tuesday we are under military rule that subjugate the people dictators, murderers guerillas and generals they exploit the peasant the miner and the worker to inflict pain is their goal poverty, hunger and pain bolivar showed us the way guevara and others followed: to free our people from domination and exploitation a cuba gave the glorious call of a liberated nation bolivia cries remembering his sacrificed life saint ernesto of la higuera calls upon the peasants the forests, grasslands and mountains their destination country or death"
171,Víctor Jara,A Desalambrar by Víctor Jara,"yo pregunto a los presentes si no se han puesto a pensar que esta tierra es de nosotros y no del que tenga más. yo pregunto si en la tierra nunca habrá pensado usted que si las manos son nuestras es nuestro lo que nos den. a desalambrar, a desalambrar! que la tierra es nuestra, es tuya y de aquel, de pedro y maría, de juan y josé. si molesto con mi canto a alguien que no quiera oir le aseguro que es un gringo o un dueño de este país. a desalambrar, a desalambrar! que la tierra es nuestra, es tuya y de aquel, de pedro y maría, de juan y josé"
172,Víctor Jara,Te Recuerdo Amanda by Víctor Jara,"te recuerdo amanda la calle mojada corriendo a la fábrica donde trabajaba manuel la sonrisa ancha la lluvia en el pelo no importaba nada ibas encontrarte con él con él, con él, con él con él son cinco minutos la vida es eterna en cinco minutos suena la sirena devuelta al trabajo y tú caminando, lo illuminas todo los cinco minutos te hacen florecer te recuerdo amanda la calle mojada corriendo a la fabrica donde trabajaba manuel la sonrisa ancha la lluvia en el pelo no importaba nada ibas encontrarte con él con él, con él, con él con él que partió a la sierra que nunca hizo daño que partió a la sierra y en cinco minutos quedo destrozado suena la sirena devuelta al trabajo muchos no volvieron tampoco manuel… te recuerdo amanda la calle mojada corriendo a la fábrica donde trabajaba manuel"
173,Víctor Jara,Luchín by Víctor Jara,frágil como un volantín en los techos de barrancas jugaba el niño luchín con sus manitos moradas con la pelota de trapo con el gato y con el perro el caballo lo miraba en el agua de sus ojos se bañaba el verde claro gateaba a su corta edad con el potito embarrado con la pelota de trapo con el gato y con el perro el caballo lo miraba el caballo era otro juego en aquel pequeño espacio y al animal parecía le gustaba ese trabajo con la pelota de trapo con el gato y con el perro y con luchito mojado si hay niños como luchín que comen tierra y gusanos abramos todas las jaulas pa' que vuelen como pájaros con la pelota de trapo con el gato y con el perro y también con el caballo
174,Víctor Jara,Comandante Che Guevara by Víctor Jara,"la primera cancion esta escrita cuando nuestro comandante en jefe leyo la carta de despedida del che aprendimos a quererte, desde la historica altura, donde el sol de tu bravura le puso cerco a la muerte. aqui se queda la clara, la entranable transparencia de tu querida presencia, comandante che guevara. vienes quemando la brisa con soles de primavera para plantar la bandera con la luz de tu sonrisa aqui se queda la clara, la entranable transparencia de tu querida presencia, comandante che guevara. tu amor revolucionario te conduce a nueva empresa, donde espera la firmeza de tu brazo libertario. aqui se queda la clara, la entranable transparencia de tu querida presencia, comandante che guevara. aqui se queda la clara, la entranable transparencia de tu querida presencia, comandante che guevara. seguiremos adelante como junto a ti seguimos y con fidel te decimos: ""hasta siempre comandante!"" aqui se queda la clara, la entranable transparencia de tu querida presencia, comandante che guevara. aqui se queda la clara, la entranable transparencia de tu querida presencia, comandante che guevara."
175,Víctor Jara,A Cuba by Víctor Jara,"si yo a cuba le cantara le cantara una canción tendría que ser un son un son revolucionario pie con pie, mano con mano corazón a corazón corazón a corazón pie con pie, mano con mano como se le habla a un hermano si me quieres, aquí estoy qué más te puedo ofrecer sino continuar tu ejemplo comandante compañero viva tu revolución si quieres conocer a martí y a fidel a cuba, a cuba, a cuba iré si quieres conocer los caminos del che a cuba, a cuba, a cuba iré si quieres tomar ron pero sin coca cola a cuba, a cuba, a cuba iré si quieres trabajar a la caña de azúcar a cuba, a cuba, a cuba iré en un barquito se va el vaivén si yo a cuba le cantara le cantara una canción tendría que ser un son un son revolucionario pie con pie, mano con mano corazón a corazón como yo no toco el son pero toco la guitarra que está justo en la batalla de nuestra revolución será lo mismo que el son que hizo bailar a los gringos pero no somos guajiros nuestra sierra es la elección"
176,Víctor Jara,Ni chicha ni limoná by Víctor Jara,"arrímese mas pa' ca aquí donde el sol calienta si uste' ya está acostumbrado a andar dando volteretas y ningún daño le hará estar donde las papas queman usted no es na' ni chicha ni limoná se la pasa manoseando caramba zamba su dignidad la fiesta ya ha comenzao y la cosa está que arde uste' que era el más quedao se quiere adueñar del baile total a los olfatillos no hay olor que se les escape si queremos más fiestoca primero hay que trabajar y tendremos pa' toítos abrigo, pan y amistad y si usted no está de acuerdo es cuestión de uste' nomás la cosa va pa' delante y no piensa recular ya déjese de patillas venga a remediar su mal si aquí debajito 'el poncho no tengo ningún puñal y si sigue hociconeando le vamos a expropiar las pistolas y la lengua y toíto lo demás"
177,Víctor Jara,Manifiesto by Víctor Jara,yo no canto por cantar ni por tener buena voz canto porque la guitarra tiene sentido y razón tiene corazón de tierra y alas de palomita es como el agua bendita santigua glorias y penas aquí se encajó mi canto como dijera violeta guitarra trabajadora con olor a primavera que no es guitarra de ricos ni cosa que se parezca mi canto es de los andamios para alcanzar las estrellas que el canto tiene sentido cuando palpita en las venas del que morirá cantando las verdades verdaderas no las lisonjas fugaces ni las famas extranjeras sino el canto de una lonja hasta el fondo de la tierra ahí donde llega todo y donde todo comienza canto que ha sido valiente siempre será canción nueva
178,Víctor Jara,Luchin - remastered by Víctor Jara,fragil como un volantin en los techos de barrancas jugaba el nio luchin con sus manitos moradas con la pelota de trapo con el gato y con el perro el cabalo lo miraba en el agua de sus ojos se baana el verde claro gateaba a su corta edad con el potito embarrado con la pelota de trapo con el gato y con el perro el caballo lo miraba el caballo era otro juego en aquel pequeo espacio y al animal parecia le gustaba ese trabajo con la pelota de trapo con el gato y con el perro y con luchito mojado si hay nios como luchin que comen tierra y gusanos abramos todas las jaulas pa' que vuelen como pajaros con la pelota de trapo con el gato y con el perro y tambien con el caballo
179,Violeta Parra,Volver a los diecisiete by Violeta Parra,"volver a los diecisiete después de vivir un siglo es como descifrar signos sin ser sabio competente volver a ser de repente tan frágil como un segundo volver a sentir profundo como un niño frente a dios eso es lo que siento yo en este instante fecundo se va enredando, enredando como en el muro la hiedra y va brotando, brotando como el musguito en la piedra como el musguito en la piedra ay si si si mi paso retrocedido cuando el de ustedes avanza el arco de las alianzas ha penetrado en mi nido con todo su colorido se ha paseado por mis venas y hasta las duras cadenas con que nos ata el destino es como un diamante fino que alumbra mi alma serena se va enredando, enredando como en el muro la hiedra y va brotando, brotando como el musguito en la piedra como el musguito en la piedra ay si si si lo que puede el sentimiento no lo ha podido el saber ni el mas claro proceder ni el más ancho pensamiento todo lo cambia el momento cual mago condescendiente nos aleja dulcemente de rencores y violencias sólo el amor con su ciencia nos vuelve tan inocentes se va enredando, enredando como en el muro la hiedra y va brotando, brotando como el musguito en la piedra como el musguito en la piedra ay si si si el amor es torbellino de pureza original hasta el feroz animal susurra su dulce trino detiene a los peregrinos libera a los prisioneros el amor con sus esmeros al viejo lo vuelve niño y al malo solo el cariño lo vuelve puro y sincero se va enredando, enredando como en el muro la hiedra y va brotando, brotando como el musguito en la piedra como el musguito en la piedra ay si si si de par en par en la ventana se abrió como por encanto entró el amor con su manto como una tibia mañana al son de su bella diana hizo brotar el jazmín volando cual serafín al cielo le puso aretes y mis años en diecisiete los convirtió el querubín se va enredando, enredando como en el muro la hiedra y va brotando, brotando como el musguito en la piedra como el musguito en la piedra ay si si si"
180,Violeta Parra,Qué He Sacado Con Quererte by Violeta Parra,"qué he sacado con la luna, ayayay que los dos miramos juntos, ayayay qué he sacado con los nombres ayayay estampados en el muro, ayayay como cambia el calendario, ayayay cambia todo en este mundo ayayay ay ay ay, ay ay qué he sacado con el lirio, ayayay que plantamos en el patio, ayayay no era uno el que plantamos, ayayay eran dos enamorados, ayayay hortelano tu plantío, ayayay con el tiempo no ha cambiado, ayayay ay ay ay, ay ay qué he sacado con la sombra, ayayay del aromo por testigo, ayayay y los cuatro pies marcados, ayayay en la orilla del camino, ayayay qué he sacado con quererte, ayayay clavelito florecido, ayayay ay ay ay, ay ay aquí está la misma luna, ayayay y en el patio el blanco lirio, ayayay los dos nombres en el muro, ayayay y tu rastro en el camino, ayayay pero tu palomo ingrato, ayayay ya no arrullas en mi nido, ayayay ay ay ay, ay ay"
181,Violeta Parra,Dónde estás prenda querida by Violeta Parra,"¿dónde estás, prenda querida dueña de mi pensamiento? ¿dónde estás, prenda querida dueña de mi pensamiento? ¿dónde estás, que no me escuchas mis suspiros y lamentos? yo le pregunto a los vientos por ti mi cielo adorado responde los elementos ya de mi te has olvidado pregunto al cielo por qué la suerte tan mal me trata que sin tener yo la culpa un sentimiento me mata un sentimiento me mata del momento en que recuerdo es locura, es confundirme ¿pero para qué me acuerdo? para toda la compaña verde cogollo de olivo ¿dónde habrá pena mayor que un desprecio sin motivo?"
182,Violeta Parra,Run run se fue pal norte by Violeta Parra,"en un carro de olvido, antes del aclarar, de una estación del tiempo, decidido a rodar. run-run se fue pa´l norte, no sé cuándo vendrá. vendrá para el cumpleaños de nuestra soledad. a los tres días, carta con letra de coral, me dice que su viaje se alarga más y más, se va de antofagasta sin dar una señal, y cuenta una aventura que paso a deletrear, ay ay ay de mí. al medio de un gentío que tuvo que afrontar, un transbordo por culpa del último huracán, en un puerto quebrado cerca de vallenar, con una cruz al hombro run-run debió cruzar run-run siguió su viaje llegó al tamarugal. sentado en una piedra se puso a divagar, que si esto que lo otro, que nunca que además, que la vida es mentira que la muerte es verdad, ay ay ay de mí. la cosa es que una alforja se puso a trajinar, sacó papel y tinta, un recuerdo quizás, sin pena ni alegría, sin gloria ni piedad, sin rabia ni amargura, sin hiel ni libertad, vacía como el hueco del mundo terrenal run-run mandó su carta por mandarla no más. run-run se fue pa´l norte yo me quedé en el sur, al medio hay un abismo sin música ni luz, ay ay ay de mí. el calendario aloja por las ruedas del tren los números del año sobre el filo del riel. más vueltas dan los fierros, más nubes en el mes, más largos son los rieles, más agrio es el después. run-run se fue pa´l norte qué le vamos a hacer, así es la vida entonces, espinas de israel, amor crucificado, corona del desdén, los clavos del martirio, el vinagre y la hiel, ay ay ay de mí."
183,Violeta Parra,Hace falta un guerrillero by Violeta Parra,"quisiera… quisiera tener un hijo brillante… brillante como un clavel, ligero… ligero como los vientos, para lla… para llamarlo manuel y apellidarlo rodríguez, el más preciado laurel. de niño… de niño le enseñaría lo que sé… lo que sé tiene que hacer cuando nos… cuando nos venden la patria como si… como si fuera alfiler. ¡quiero un hijo guerrillero que la sepa defender! la patria… la patria ya tiene al cuello la soga… la soga de lucifer; no hay alma… no hay alma que la defienda, ni obrero… ni obrero ni montañés. soldados hay por montones, ninguno como manuel. levánte… levántese de la tumba, hermano… hermano, que hay que pelear, o la de… o la de no, su bandera se la van… se la van a tramitar, que en estos ocho millones, no hay un pan que rebanar. me abrigan… me abrigan las esperanzas que mi hijo… que mi hijo habrá de nacer con una… con una espada en la mano y el cora… y el corazón de manuel, para enseñarle al cobarde a amar y corresponder. las lágri… las lágrimas se me caen pensando… pensando en el guerrillero: como fue… como fue manuel rodríguez debieran… debieran haber quinientos, pero no hay ni uno que valga la pena en este momento. repito… repito y vuelvo a decir, cogolli… cogollito de romero: perros dé… perros débiles mataron a traición… a traición al guerrillero, ¡pero no podrán matarlo jamás en mi pensamiento!"
184,Violeta Parra,La jardinera by Violeta Parra,"para olvidarme de tí voy a cultivar la tierra en ella espero encontrar remedio para mis penas aquí plantare el rosal de las espinas más gruesas tendre lista la corona para cuando en mí te mueras (coro) para mi tristeza violera azul, clevelina roja pa' mi pasión y para saber si me corresponde deshojo un blanco manzanillón si me quiere mucho, poquito o nada tranquilo queda mi corazón cogollo de torongil cuando me aumenten las penas las flores de mi jardín han de ser mis enfermeras y si acaso yo me ausento antes que tú te arrepientas heredaras esta flor, ven a curarte con ella (coro) para mi tristeza violera azul, clevelina roja pa' mi pasión y para saber si me corresponde desohojo un blanco manzanillón si me quiere mucho, poquito o nada tranquilo queda mi corazón"
185,Violeta Parra,La Carta by Violeta Parra,"la carta me mandaron una carta por el correo temprano y en esa carta me dicen que cayó preso mi hermano y sin lástima con grillos por la calle lo arrastraron, si. la carta dice el motivo que ha cometido roberto haber apoyado el paro que ya se había resuelto si acaso esto es un motivo presa también voy sargento, si. yo que me encuentro tan lejos esperando una noticia me viene a decir la carta que en mi patria no hay justicia los hambrientos piden pan plomo les da la milicia, si. de esta manera pomposa quieren conservar su asiento los de abanicos y de frac sin tener merecimiento van y vienen de la iglesia y olvidan los mandamientos, si. habrase visto insolencia barbárie y alevosía de presentar el trabuco y matar a sangre fría a quien defensa no tiene con las dos manos vacía, si la carta que he recibido me pide contestación yo pido que se propague por toda la población que el león es un sanguinario en toda generación, si. por suerte tengo guitarra para llorar mi dolor también tengo nueve hermanos fuera del que se engrilló los nueve son comunistas con el favor de mi dios, si."
186,Violeta Parra,Según el favor del viento by Violeta Parra,"según el favor del viento va navegando el leñero atrás quedaron las rucas para entrar en el puerto; corra sur o corra norte la barquichuela gimiendo llorando estoy según el favor del viento me voy, me voy del norte viene el pellín que colorea en cubierta habrán de venderlo en castro aunque la lluvia esté abierta o queme el sol de lo alto como un infierno sin puerta llorando estoy o la mar está revuelta me voy, me voy en un rincón de la barca está hirviendo la tetera a un lado pelando papas las manos de alguna isleña será la madre del indio la hermana o la compañera llorando estoy navegan lunas enteras me voy, me voy quisiera morir cantando sobre de un barco leñero y cultivar en sus aguas un libro más justiciero con letras de oro que diga no hay padre para el isleño llorando estoy ni viento pa su leñero me voy, me voy"
187,Violeta Parra,Volver a los 17 by Violeta Parra,"volver a los diecisiete después de vivir un siglo es como decifrar signos sin ser sabio competente volver a ser de repente tan frágil como un segundo volver a sentir profundo como un niño frente a dios eso es lo que siento yo en este instante fecundo se va enredando, enredando como en el muro la hiedra y va brotando, brotando como el musguito en la piedra como el musguito en la piedra ay, sí, sí, sí mi paso retrocedido cuando el de ustedes avanza el arco de las alianzas ha penetrado en mi nido con todo su colorido se ha paseado por mis venas y hasta las duras cadenas con que nos ata el destino es como un diamante fino que alumbra mi alma serena se va enredando, enredando como en el muro la hiedra y va brotando, brotando como el musguito en la piedra como el musguito en la piedra ay, sí, sí, sí lo que puede el sentimiento no lo ha podido el saber ni el más claro proceder mi el más ancho pensamiento todo lo cambia el momento cual mago condescendiente nos aleja dulcemente de rencores y violencias sólo el amor con su ciencia nos vuelve tan inocentes se va enredando, enredando como en el muro la hiedra y va brotando, brotando como el musguito en la piedra como el musguito en la piedra ay, sí, sí, sí el amor es torbellino de pureza original hasta el feroz animal susurra su dulce trino detiene a los peregrinos libera a los prisioneros el amor con sus esmeros al viejo lo vuelve niño y al malo sólo el cariño lo vuelve puro y sincero se va enredando, enredando como en el muro la hiedra y va brotando, brotando como el musguito en la piedra como el musguito en la piedra ay, sí, sí, sí de par en par la ventana se abrió como por encanto entró el amor con su manto como una tibia mañana al son de su bella diana hizo brotar el jazmín volando cual serafín al cielo le puso aretes y mis años en diecisiete los convertió el querubín se va enredando, enredando como en el muro la hiedra y va brotando, brotando como el musguito en la piedra como el musguito en la piedra ay, sí, sí, sí"
188,Violeta Parra,Gracias a la vida by Violeta Parra,"gracias a la vida que me ha dado tanto me dio dos luceros que cuando los abro perfecto distingo lo negro del blanco y en el alto cielo su fondo estrellado y en las multitudes el hombre que yo amo gracias a la vida, que me ha dado tanto me ha dado el oido que en todo su ancho graba noche y dia grillos y canarios martillos, turbinas, ladridos, chubascos y la voz tan tierna de mi bien amado gracias a la vida que me ha dado tanto me ha dado el sonido y el abedecedario con él las palabras que pienso y declaro madre amigo hermano y luz alumbrando la ruta del alma del que estoy amando gracias a la vida que me ha dado tanto me ha dado la marcha de mis pies cansados con ellos anduve ciudades y charcos playas y desiertos montañas y llanos y la casa tuya, tu calle y tu patio gracias a la vida que me ha dado tanto me dio el corazón que agita su marco cuando miro el fruto del cerebro humano cuando miro el bueno tan lejos del malo cuando miro el fondo de tus ojos claros gracias a la vida que me ha dado tanto me ha dado la risa y me ha dado el llanto así yo distingo dicha de quebranto los dos materiales que forman mi canto y el canto de ustedes que es el mismo canto y el canto de todos que es mi propio canto gracias a la vida gracias a la vida gracias a la vida gracias a la vida"
189,Banda Sinaloense MS de Sergio Lizárraga,Me Vas A Extranar by Banda Sinaloense MS de Sergio Lizárraga,los besos de mi boca no fueron suficientes para que te quedaras conmigo para siempre no me alcanzo el cariño para verte contenta te amaba como un loco y no te diste cuenta me resultaron falsas todas de tus palabras tus manos me mentían cuando me acariciaban de que sirvió rogarte para que te quedaras mi error fue darte todo cuando no vales nada me vas a extrañar te apuesto lo que quieras que vas a buscarme y vas a llorar porque tú a mi jamás supiste valorarme te vas a acordar de todas nuestras travesuras pero será muy tarde me vas a extrañar porque un amor como este no fácil se olvida y nadie sabrá hacerte todas las cosas que yo a ti te hacia pero fue un error entregar mi corazón a quien no lo merecía (y te juro que me vas a extrañar chiquitita) me vas a extrañar te apuesto lo que quieras que vas a buscarme y vas a llorar porque tú a mi jamás supiste valorarme te vas a acordar de todas nuestras travesuras pero será muy tarde me vas a extrañar porque un amor como este no fácil se olvida y nadie sabrá hacerte todas las cosas que yo a ti te hacia pero fue un error entregar mi corazón a quien no lo merecía
190,Banda Sinaloense MS de Sergio Lizárraga,Háblame de Ti by Banda Sinaloense MS de Sergio Lizárraga,"me dijiste hola con una sonrisa por cierto tan linda como el mismo cielo te puse nerviosa cuando por travieso te toque tu pelo era la primera vez que te miraba todo fue tan tierno nunca lo olvide te dije mi nombre me dijiste el tuyo y despues charlamos unas cuantas horas hubo conexión desde el primer instante, te veías hermosa eras como un ángel y de puro gusto yo te di una rosa y te pregunté... háblame de ti de todos tus gustos, cuantos años tienes y a que te dedicas? si sales con alguien? igual y con suerte te encuentras solita y dime que opinas? crees que exista el amor a primera vista la verdad yo si háblame de ti cuentame tus penas o si alguna vez alguien te ha lastimado si tu corazón por el momento es libre u hoy ya esta ocupado por que el mio creo que apartir de hoy alguien me lo ha robado y esa eres tú háblame de ti ojala y me digas que estas disponible solo para mi instrumental háblame de ti de todos tus gustos, cuantos años tienes y a que te dedicas? si sales con alguien igual y con suerte te encuentras solita y dime que opinas, crees que exista el amor a primera vista la verdad yo si háblame de ti cuentame tus penas o si alguna vez alguien te ha lastimado si tu corazón por el momento es libre u hoy ya esta ocupado por que el mio creo que apartir de hoy alguien me lo ha robado y esa eres tú háblame de ti ojalá y me digas que estas disponible solo para mi"
191,Banda Sinaloense MS de Sergio Lizárraga,Me Gustan Los Retos by Banda Sinaloense MS de Sergio Lizárraga,"aquí estoy parado en frente de ti vengo por el beso que nunca te di uno no es ninguno dejate llevar si dices que no te voy a forzar cierra tus ojitos, te quiero morder voy a recargarte en esa pared uno no es ninguno déjate llevar si dices que no te voy a forzar mírame a los ojos relaja la vena y dame un besito con la luna llena vamosle poniendo un principio a esto tú pon la boquita y yo pongo el resto no me bajes la ceja como desafiando me gustan los retos y me está gustando que seas de rebelde personalidad son tus empujones mi debilidad ahí les va, viejas batallosas! pero así las queremos, chiquititas mírame a los ojos relaja la vena y dame un besito con la luna llena vamosle poniendo un principio a esto tú pon la boquita y yo pongo el resto no me bajes la ceja como desafiando me gustan los retos y me está gustando que seas de rebelde personalidad son tus empujones mi debilidad"
192,Banda Sinaloense MS de Sergio Lizárraga,Solo Con Verte by Banda Sinaloense MS de Sergio Lizárraga,tengo ganas de mirarte en este momento recordarte que eres tú la que me roba el sueño fuiste eres y serás con la que quiero siempre amanecer con la que quiero siempre despertar tú eres lo que más quiero me gusta escuchar cuando me hablas cuando tu sonrisa ilumina tu cara se asoma el deseo y en ese momento te quiero besar.. porque la verdad es que me tienes tan enamorado soy tan feliz de tenerte a mi lado solo con verte me haces suspirar eres lo mejor que me ha pasado por dios te lo juro solo en tus brazos me siento seguro y con el tiempo nada va a cambiar porque con tu amor toda la vida me quiero quedar.. me gusta escuchar cuando me hablas cuando tu sonrisa ilumina tu cara se asoma el deseo y en ese momento te quiero besar porque la verdad es que me tienes tan enamorado soy tan feliz de tenerte a mi lado solo con verte me haces suspirar eres lo mejor que me ha pasado por dios te lo juro solo en tus brazos me siento seguro y con el tiempo nada va a cambiar es que con tu amor toda la vida me quiero quedar.
193,Banda Sinaloense MS de Sergio Lizárraga,Mi razón de ser by Banda Sinaloense MS de Sergio Lizárraga,encontrarme a alguien como tu con esa sencillez que te caracteriza no ha sido una tarea nada fácil por que tu eres única convences a mi corazón que te ame por completo conquistas cada parte de mi mente y de mi cuerpo tu haces que mi vida tenga mas sentido haces que a diario quiera estar contigo tu eres como el agua clara que llueve del cielo te quiero porque quiero que me quieras porque como tu no hay nadie mas bonita en esta tierra y que me hace soñar cada vez que me besa y me pone a temblar que me intimida cada vez que me acaricia tu y nadie mas que satisface todos mis deseos en cuestión de piel y hace sentirme orgulloso simplemente si juntos nos ven caminando de la mano eres mi razón de ser tu eres como el agua clara que llueve del cielo te quiero porque quiero que me quieras porque como tu no hay nadie mas bonita en esta tierra y que me hace soñar cada vez que me besa y me pone a temblar que me intimida cada vez que me acaricia tu y nadie mas que satisface todos mis deseos en cuestión de piel y hace sentirme orgulloso simplemente si juntos nos ven caminando de la mano eres mi razón de ser
194,Banda Sinaloense MS de Sergio Lizárraga,Piénsalo by Banda Sinaloense MS de Sergio Lizárraga,"tu y yo mis labios besando tus labios no sé... piénsalo tú y yo este sábado bien enfiestados no sé... piénsalo tú y yo tomando en la misma botella pasándola agusto sintiendo atracción sigue tu instinto sentirás bonito por favor ya no me la hagas de emoción piénsalo... me gustas te gusto, pa que nos hacemos te llevo la banda y nos amanecemos seré detallista me encantas la neta te lleno de rosas mis dos camionetas no es por presumir pero soy buena opción bonita pareja haríamos tú y yo piénsalo... (y suena y suena. ms chiquitita) tu y yo en el rancho montando a caballo no sé piénsalo... tu y yo una cena bajo las estrellas no sé... piénsalo tú y yo tomando en la misma botella pasándola agusto sintiendo atracción sigue tu instinto sentirás bonito por favor ya no me la hagas de emoción piénsalo... me gustas te gusto, pa que nos hacemos te llevo la banda y nos amanecemos seré detallista me encantas la neta te lleno de rosas mis dos camionetas no es por presumir pero soy buena opción bonita pareja haríamos tú y yo piénsalo... me gustas te gusto pa que nos hacemos te llevo la banda y nos amanecemos seré detallista me encantas la neta te lleno de rosas mis dos camionetas no es por presumir pero soy buena opción bonita pareja haríamos tú y yo piénsalo..."
195,Banda Sinaloense MS de Sergio Lizárraga,A Lo Mejor by Banda Sinaloense MS de Sergio Lizárraga,encontrarme a alguien como tu con esa sencillez que te caracteriza no ha sido una tarea nada fácil por que tu eres única convences a mi corazón que te ame por completo conquistas cada parte de mi mente y de mi cuerpo tu haces que mi vida tenga mas sentido haces que a diario quiera estar contigo tu eres como el agua clara que llueve del cielo te quiero porque quiero que me quieras porque como tu no hay nadie mas bonita en esta tierra y que me hace soñar cada vez que me besa y me pone a temblar que me intimida cada vez que me acaricia tu y nadie mas que satisface todos mis deseos en cuestión de piel y hace sentirme orgulloso simplemente si juntos nos ven caminando de la mano eres mi razón de ser tu eres como el agua clara que llueve del cielo te quiero porque quiero que me quieras porque como tu no hay nadie mas bonita en esta tierra y que me hace soñar cada vez que me besa y me pone a temblar que me intimida cada vez que me acaricia tu y nadie mas que satisface todos mis deseos en cuestión de piel y hace sentirme orgulloso simplemente si juntos nos ven caminando de la mano eres mi razón de ser
196,Banda Sinaloense MS de Sergio Lizárraga,Las Cosas No Se Hacen Así by Banda Sinaloense MS de Sergio Lizárraga,"puse de mi parte pero te dio lo mismo lo tenías claro para donde ibas en tu mente ya no estaba yo seguías conmigo pero se acabó y no lo supe por ti creo que fue lo que más dolió si tenías a alguien más para qué subir esa foto conmigo ¿acaso no sabes que cuando leí la parte que dice, ""siento algo por ti"" no sentí bonito? si solo querías jugar me lo hubieras dicho, ya tengo 18 ya no soy un niño, pude haber jugado fue también contigo falta de confianza no era necesario hacerme llorar solo tú reíste, yo me deprimí y eso no se vale las cosas no se hacen así si tenías a alguien más para qué subir esa foto conmigo ¿acaso no sabes que cuando leí la parte que dice, ""siento algo por ti"" no sentí bonito? si solo querías jugar me lo hubieras dicho, ya tengo 18 ya no soy un niño, pude haber jugado fue también contigo falta de confianza no era necesario hacerme llorar solo tú reíste, yo me deprimí y eso no se vale las cosas no se hacen así ah-ah-ah, ah-ah-ah ah-ah-ah"
197,Banda Sinaloense MS de Sergio Lizárraga,No Me Pidas Perdón by Banda Sinaloense Ms de Sergio Lizarraga by Banda Sinaloense MS de Sergio Lizárraga,"no me pidas perdón por qué voy a caer no me inventes mentiras qué voy a creer no me hables con cara de arrepentida la verdad tengo miedo a que me hagas volver no prometas que vas a cambiar porque quieres volver a mis brazos y armar ese rompecabezas de mi corazón en pedazos no me pidas perdón por qué corro el peligro que si te perdone y no quiero hacerlo no me pidas perdón que la línea es delgada entre tú y el deseo el deseo de arrancar tu blusa en segundos y besar tu cuerpo no me pidas perdón porque soy vulnerable a todos tus encantos porque aun te sigo amando no me pidas volver a caer en el juego de las apariencias me ha costado bastante salir adelante y ahora regresas no me pidas perdón cuando ya mi presente se encuentra estable no me pidas perdón por favor te suplico, porque existe el riesgo que pueda perdonarte no me pidas perdón que la línea es delgada entre tú y el deseo el deseo de arrancar tu blusa en segundos y besar tu cuerpo no me pidas perdón porque soy vulnerable a todos tus encantos porque aun te sigo amando no me pidas volver a caer en el juego de las apariencias me ha costado bastante salir adelante y ahora regresas no me pidas perdón cuando ya mi presente se encuentra estable no me pidas perdón por favor te suplico, porque existe el riesgo que pueda perdonarte ---"
198,Banda Sinaloense MS de Sergio Lizárraga,Por Este Amor by Banda Sinaloense MS de Sergio Lizárraga,"amar de más porque siempre es un error y a quien das todo abusa de lo que sientes siempre terminas maldiciendo a quien más quieres con guitarra y vino la herida de amor más duele ese soy yo por haberte amado a ti un mal bohemio que no acepta que hoy te pierde y aunque el engaño me lo pusiste en la frente no puedo arrancarte de mi alma y de mi mente... ""por este amor"" que se emperro en mi corazón por dios que estoy pecando pero de buena gente la mala racha está conmigo desde que aprendí a quererte... ""por este amor"" que se emperro en mi corazón con que cara presumo si se da cuenta la gente que sobrevivo con las limosnas del cariño que según tu a mi tienes... (hay chaparrita, quien la quiere mija) ""por este amor"" que se emperro en mi corazón por dios que estoy pecando pero de buena gente la mala racha está conmigo desde que aprendí a quererte... ""por este amor"" que se emperro en mi corazón con que cara presumo si se da cuenta la gente que sobrevivo con las limosnas del cariño que según tu a mi tienes..."
199,La Arrolladora Banda El Limón De René Camacho,Me Va A Pesar by La Arrolladora Banda El Limón De René Camacho,"nunca lo entendí tu me diste todo y yo jamas te daba lo que merecías cuantas veces te he visto llorar y ha sido culpa mía entre mas buena eras tu conmigo yo mas te ofendía siempre te ignoré no te daba el tiempo ni las atenciones que necesitabas cada noche me pedias un beso y te daba la espalda te comprendo si ya te cansaste y tiraste la toalla.. me va a pesar yo sé bien que me va a pesar cuando te vea con alguien más y te empiece a besar, no valoré lo que me dabas tu corazón lastimaba solo te hacia llorar me va a pesar yo se bien que me va a pesar pero las cosas son así hoy me toca a mi sufrir aunque haga lo que haga ya por mi no sientes nada ya de plano te perdí siempre te ignoré no te daba el tiempo ni las atenciones que necesitabas cada noche me pedias un beso y te daba la espalda te comprendo si ya te cansaste y tiraste la toalla me va a pesar yo sé bien que me va a pesar cuando te vea con alguien más y te empieze a besar, no valoré lo que me dabas tu corazón lastimaba solo te hacia llorar.. me va a pesar yo sé bien que me va a pesar pero las cosas son así hoy me toca a mi sufrir aunque haga lo que haga ya por mi no sientes nada ya de plano te perdí"
